"file","subject","run","t","tile","freqtile_power"
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,1,2.33197190692549
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,2,0.0220362653360876
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,3,0.00840624054158462
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,4,0.00392619317816111
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,5,0.0023685483689859
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,6,0.00180131853112898
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,7,0.00125640624173074
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,8,0.00122383014218983
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,9,0.000806756214829534
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,10,0.000751482487019123
"185/stop3/_rustop3_4d.nii.gz","185","stop3",1,11,0.000583170422073688
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,1,2.32080413684
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,2,0.0217856863745529
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,3,0.00814326617908404
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,4,0.00372652166665543
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,5,0.00229969256474108
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,6,0.0017723974060985
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,7,0.0013619689541335
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,8,0.00107118665135622
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,9,0.000842775848511348
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,10,0.000827560952390367
"185/stop3/_rustop3_4d.nii.gz","185","stop3",2,11,0.000555506651745497
"185/stop3/_rustop3_4d.nii.gz","185","stop3",3,1,2.3218817399003
"185/stop3/_rustop3_4d.nii.gz","185","stop3",3,2,0.021643102120135
"185/stop3/_rustop3_4d.nii.gz","185","stop3",3,3,0.00817569251471643
"185/stop3/_rustop3_4d.nii.gz","185","stop3",3,4,0.00375213701847619
"185/stop3/_rustop3_4d.nii.gz","185","stop3",3,5,0.00247439021337258
