"file","subject","run","t","tile","freqtile_power"
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,1,2.91451272645339
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,2,0.0317713457309529
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,3,0.0106523814666478
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,4,0.00523912522677188
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,5,0.00316409301523605
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,6,0.00207616525485676
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,7,0.00142444442590875
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,8,0.0014552388597535
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,9,0.000794567134144782
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,10,0.000565439338402848
"186/stop6/_rustop6_4d.nii.gz","186","stop6",1,11,0.000467914196950367
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,1,2.89940292993056
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,2,0.0319101000795667
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,3,0.0104749822946467
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,4,0.00512127515488505
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,5,0.00299329003739125
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,6,0.00209000947639049
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,7,0.00135219640790307
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,8,0.00136185574325507
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,9,0.000818363407289121
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,10,0.000539461544911938
"186/stop6/_rustop6_4d.nii.gz","186","stop6",2,11,0.000527889938941312
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,1,2.92480398814854
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,2,0.0316625646379368
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,3,0.0105906767872865
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,4,0.00498343966918718
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,5,0.00296827166418078
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,6,0.00213379047615765
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,7,0.0014350125229528
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,8,0.00139628761799894
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,9,0.000650646286255201
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,10,0.0005359695150199
"186/stop6/_rustop6_4d.nii.gz","186","stop6",3,11,0.000517811686212281
"186/stop6/_rustop6_4d.nii.gz","186","stop6",4,1,2.92262478574906
"186/stop6/_rustop6_4d.nii.gz","186","stop6",4,2,0.0315643033015552
"186/stop6/_rustop6_4d.nii.gz","186","stop6",4,3,0.0102860215492141
"186/stop6/_rustop6_4d.nii.gz","186","stop6",4,4,0.00507694435854488
