"file","subject","run","t","tile","freqtile_power"
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,1,2.45623163123941
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,2,0.0237207037553907
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,3,0.0080475814704322
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,4,0.00417017349505592
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,5,0.00240067339069215
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,6,0.001554576735064
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,7,0.00139124857998207
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,8,0.000820574156901324
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,9,0.000636189623387488
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,10,0.000430506666880635
"160/stop5/_rustop5_4d.nii.gz","160","stop5",1,11,0.000387518560477763
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,1,2.44476058711299
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,2,0.0231429982606394
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,3,0.00816779421634103
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,4,0.00408057174094636
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,5,0.00239696581753544
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,6,0.00150893277923494
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,7,0.00127794169070103
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,8,0.000833446584569239
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,9,0.000641294857444721
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,10,0.000355416096279385
"160/stop5/_rustop5_4d.nii.gz","160","stop5",2,11,0.000393380052742425
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,1,2.40463188876183
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,2,0.0231816571609015
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,3,0.00771171858806126
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,4,0.00407793902057429
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,5,0.00239981458883275
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,6,0.00155521240837252
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,7,0.0013936930313772
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,8,0.000944244191903238
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,9,0.000847196837029619
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,10,0.000604916878532254
"160/stop5/_rustop5_4d.nii.gz","160","stop5",3,11,0.000441150201647074
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,1,2.45124950941566
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,2,0.0234721521367518
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,3,0.00772650386134908
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,4,0.00402631196313631
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,5,0.00257293603589069
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,6,0.00157459802185978
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,7,0.00143096795798933
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,8,0.000847820166584896
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,9,0.000863115219755764
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,10,0.000535245633092015
"160/stop5/_rustop5_4d.nii.gz","160","stop5",4,11,0.000491770648774505
"160/stop5/_rustop5_4d.nii.gz","160","stop5",5,1,2.45200471864522
"160/stop5/_rustop5_4d.nii.gz","160","stop5",5,2,0.0232379772162159
"160/stop5/_rustop5_4d.nii.gz","160","stop5",5,3,0.0080764175532749
"160/stop5/_rustop5_4d.nii.gz","160","stop5",5,4,0.00410831859402922
"160/stop5/_rustop5_4d.nii.gz","160","stop5",5,5,0.00247971959929253
"160/stop5/_rustop5_4d.nii.gz","160","stop5",5,6,0.00160763674167867
"160/stop5/_rustop5_4d.nii.gz","160","stop5",5,7,0.00148061591001954
"160/stop5/_rustop5_4d.nii.gz","160","stop5",5,8,0.00081735222552902
