"euclidian_trans","euclidian_rot","euclidian_trans_deriv","euclidian_rot_deriv","trash","subjectID","run","volume"
7.1054274e-15,0,0,0,0,"FP001","run1",1
0.0596951985848989,0.0227781879131595,0.0596951985848918,0.0227781879131595,0,"FP001","run1",2
0.0492688016991734,0.0183937941836829,-0.0104263968857255,-0.00438439372947667,0,"FP001","run1",3
0.0164793299808616,0.0250863528833035,-0.0327894717183118,0.00669255869962066,0,"FP001","run1",4
0.0417396747253098,0.0304477995448705,0.0252603447444481,0.00536144666156695,0,"FP001","run1",5
0.040095960470266,0.0338842101636076,-0.00164371425504378,0.00343641061873715,0,"FP001","run1",6
0.0562928723504096,0.0314363428541397,0.0161969118801436,-0.0024478673094679,0,"FP001","run1",7
0.0682952888413347,0.0356776447783082,0.0120024164909251,0.00424130192416849,0,"FP001","run1",8
0.0544382194252782,0.0321696238026012,-0.0138570694160565,-0.00350802097570704,0,"FP001","run1",9
0.224455996273508,0.0980613304858897,0.17001777684823,0.0658917066832885,0,"FP001","run1",10
0.211122566139614,0.0809545731113526,-0.0133334301338942,-0.0171067573745371,0,"FP001","run1",11
0.162910547719352,0.037838243973002,-0.0482120184202618,-0.0431163291383505,0,"FP001","run1",12
0.153958256259316,0.0482529186972692,-0.00895229146003612,0.0104146747242672,0,"FP001","run1",13
0.132840463851988,0.0365655987836828,-0.0211177924073277,-0.0116873199135864,0,"FP001","run1",14
0.133380260206974,0.0774495356595563,0.000539796354986161,0.0408839368758735,0,"FP001","run1",15
0.197804103228548,0.0863091726042999,0.0644238430215736,0.00885963694474361,0,"FP001","run1",16
0.167974920130485,0.0558821331616674,-0.0298291830980627,-0.0304270394426325,0,"FP001","run1",17
0.2307500896905,0.104079493897829,0.0627751695600154,0.0481973607361615,0,"FP001","run1",18
0.228939974453396,0.0623441316260347,-0.00181011523710481,-0.0417353622717943,0,"FP001","run1",19
0.214710144770846,0.0567457917127058,-0.0142298296825495,-0.00559833991332882,0,"FP001","run1",20
0.159915092810367,0.0255440953355315,-0.0547950519604791,-0.0312016963771743,0,"FP001","run1",21
0.159248001644893,0.0300121095481369,-0.000667091165474282,0.0044680142126054,0,"FP001","run1",22
0.203307423460981,0.0564649853858474,0.0440594218160883,0.0264528758377104,0,"FP001","run1",23
0.23727960036949,0.0754875408945292,0.0339721769085088,0.0190225555086819,0,"FP001","run1",24
0.247868905041986,0.0579850837870986,0.0105893046724963,-0.0175024571074306,0,"FP001","run1",25
0.249510087648419,0.04088077603301,0.00164118260643259,-0.0171043077540886,0,"FP001","run1",26
0.244153946653277,0.0235468020440446,-0.00535614099514176,-0.0173339739889654,0,"FP001","run1",27
0.206755355629756,0.0395251968410552,-0.0373985910235208,0.0159783947970106,0,"FP001","run1",28
0.231249504935531,0.0327571214849334,0.0244941493057751,-0.00676807535612188,0,"FP001","run1",29
0.14241329880642,0.0547055673880689,-0.0888362061291115,0.0219484459031356,0,"FP001","run1",30
0.157469427115405,0.0333460861135657,0.0150561283089856,-0.0213594812745032,0,"FP001","run1",31
0.191951019999375,0.0385457157033585,0.0344815928839697,0.00519962958979277,0,"FP001","run1",32
0.185485325571668,0.0181835222561217,-0.00646569442770681,-0.0203621934472368,0,"FP001","run1",33
0.192076868761301,0.0264382004069314,0.00659154318963276,0.00825467815080965,0,"FP001","run1",34
0.188185877265354,0.0400112455429586,-0.0038909914959469,0.0135730451360273,0,"FP001","run1",35
0.22332356049641,0.0506105142672147,0.0351376832310556,0.010599268724256,0,"FP001","run1",36
0.214320346155949,0.0424667368805969,-0.00900321434046059,-0.00814377738661781,0,"FP001","run1",37
0.193515738924486,0.0947514558682125,-0.0208046072314633,0.0522847189876157,0,"FP001","run1",38
0.20839451865204,0.0667043432445996,0.0148787797275537,-0.0280471126236129,0,"FP001","run1",39
0.234809635274218,0.041863107839251,0.0264151166221787,-0.0248412354053487,0,"FP001","run1",40
0.192154016222871,0.0285210475411248,-0.0426556190513469,-0.0133420602981261,0,"FP001","run1",41
0.216831479769836,0.0493982545293704,0.0246774635469645,0.0208772069882456,0,"FP001","run1",42
0.221862439593487,0.0649781698101899,0.00503095982365082,0.0155799152808195,0,"FP001","run1",43
0.220970190565838,0.04536599508911,-0.000892249027648895,-0.0196121747210799,0,"FP001","run1",44
0.210368312243064,0.0464985505677241,-0.0106018783227739,0.00113255547861412,0,"FP001","run1",45
0.177404080205563,0.0518975466868963,-0.0329642320375012,0.0053989961191722,0,"FP001","run1",46
0.197266303650565,0.0623811864496115,0.0198622234450022,0.0104836397627152,0,"FP001","run1",47
0.228140178793044,0.0818260191201029,0.0308738751424791,0.0194448326704914,0,"FP001","run1",48
0.192834203554642,0.052378420174866,-0.0353059752384021,-0.0294475989452369,0,"FP001","run1",49
0.214001728089557,0.0698380877885689,0.0211675245349146,0.0174596676137029,0,"FP001","run1",50
0.21551733116507,0.047846699912191,0.00151560307551313,-0.0219913878763779,0,"FP001","run1",51
0.197109279575988,0.0382668593890946,-0.0184080515890822,-0.00957984052309647,0,"FP001","run1",52
0.136085939986422,0.0764979198734427,-0.061023339589566,0.0382310604843482,0,"FP001","run1",53
0.16060741600957,0.048519486112934,0.0245214760231489,-0.0279784337605087,0,"FP001","run1",54
0.109846581768756,0.0830539642411383,-0.0507608342408144,0.0345344781282043,0,"FP001","run1",55
0.112367597969208,0.0601492131701772,0.00252101620045203,-0.0229047510709611,0,"FP001","run1",56
0.096129314135298,0.0958213483743817,-0.0162382838339101,0.0356721352042044,0,"FP001","run1",57
0.125143266085983,0.0761971089292235,0.0290139519506855,-0.0196242394451581,0,"FP001","run1",58
0.0907865919922795,0.113499050477717,-0.034356674093704,0.0373019415484939,0,"FP001","run1",59
0.192671622512467,0.105547529704013,0.101885030520187,-0.00795152077370416,0,"FP001","run1",60
0.17062967327118,0.0659981666185706,-0.0220419492412872,-0.0395493630854427,0,"FP001","run1",61
0.136368644449324,0.0514529842955085,-0.0342610288218557,-0.014545182323062,0,"FP001","run1",62
0.108674449312171,0.0661147532103374,-0.0276941951371531,0.0146617689148289,0,"FP001","run1",63
0.11154879764255,0.0544303885697252,0.00287434833037921,-0.0116843646406122,0,"FP001","run1",64
0.115277259921956,0.0634306691087417,0.00372846227940554,0.00900028053901643,0,"FP001","run1",65
0.138241451321788,0.0472203806358907,0.022964191399832,-0.016210288472851,0,"FP001","run1",66
0.100082007132304,0.0789820150246022,-0.0381594441894839,0.0317616343887116,0,"FP001","run1",67
0.0975941050395913,0.0663834815643897,-0.00248790209271245,-0.0125985334602126,0,"FP001","run1",68
0.109037303654649,0.0890661817957297,0.0114431986150574,0.0226827002313401,0,"FP001","run1",69
0.0912789233872812,0.0757409167209827,-0.0177583802673675,-0.013325265074747,0,"FP001","run1",70
0.0832816496408945,0.0358238089833193,-0.00799727374638669,-0.0399171077376634,0,"FP001","run1",71
0.10710567178736,0.0445306641713728,0.0238240221464657,0.0087068551880535,0,"FP001","run1",72
0.0835793436932373,0.0414716971738639,-0.0235263280941229,-0.00305896699750881,0,"FP001","run1",73
0.0911306318092795,0.0340313225630381,0.00755128811604223,-0.00744037461082588,0,"FP001","run1",74
0.0887632543756727,0.0261619258299328,-0.00236737743360688,-0.0078693967331053,0,"FP001","run1",75
0.0794062367237374,0.0724035392067691,-0.00935701765193522,0.0462416133768363,0,"FP001","run1",76
0.0906422291948683,0.109234285038863,0.0112359924711308,0.0368307458320936,0,"FP001","run1",77
0.101914241586415,0.115995892109472,0.0112720123915469,0.0067616070706093,0,"FP001","run1",78
0.105344685081715,0.119563275425332,0.00343044349529957,0.00356738331585989,0,"FP001","run1",79
0.131296697340518,0.125458682799044,0.025952012258803,0.00589540737371209,0,"FP001","run1",80
0.147561505527074,0.126140098909331,0.0162648081865565,0.00068141611028727,0,"FP001","run1",81
0.130627416900052,0.0992636590248796,-0.0169340886270222,-0.0268764398844516,0,"FP001","run1",82
0.114392326852546,0.111607318146171,-0.0162350900475061,0.0123436591212912,0,"FP001","run1",83
0.123107368624368,0.125212714138969,0.00871504177182249,0.013605395992798,0,"FP001","run1",84
0.130461424204751,0.12891431664757,0.00735405558038303,0.00370160250860149,0,"FP001","run1",85
0.14611819232312,0.127240890034849,0.0156567681183689,-0.00167342661272155,0,"FP001","run1",86
0.175346706762395,0.150465145120165,0.029228514439275,0.0232242550853164,0,"FP001","run1",87
