"subjectID","volume","run","volMean","volSD"
"FP016","0021","run3",7545.46756033979,1066.54780639152
"FP016","0022","run3",7545.53635243203,1073.45085313596
"FP016","0023","run3",7540.18629965909,1064.85124889564
"FP016","0024","run3",7543.07769848149,1070.34868480875
"FP016","0025","run3",7555.9795241974,1070.40009291218
"FP016","0026","run3",7547.90437029282,1062.76853038039
"FP016","0027","run3",7565.35954065093,1075.83852874934
"FP016","0028","run3",7559.29590234712,1078.34742887718
"FP016","0029","run3",7543.46172598185,1065.50339831724
"FP016","0030","run3",7538.48610681528,1076.67497017485
"FP016","0031","run3",7546.32497062181,1067.23702632916
"FP016","0032","run3",7555.75754051199,1073.36799286022
"FP016","0033","run3",7557.54780714314,1068.61951342398
"FP016","0034","run3",7558.99445611512,1074.87986032608
"FP016","0035","run3",7554.76166210651,1064.96481861994
"FP016","0036","run3",7556.44538287339,1073.6871911193
"FP016","0037","run3",7555.16655895064,1066.04573430252
"FP016","0038","run3",7553.27629553041,1076.00216167617
"FP016","0039","run3",7541.96163470027,1063.82479610112
"FP016","0040","run3",7550.0685256367,1072.12573864601
"FP016","0041","run3",7543.36881626684,1061.35581894418
"FP016","0042","run3",7546.41482781114,1068.67613451743
"FP016","0043","run3",7542.52880335387,1063.61466460196
"FP016","0044","run3",7555.06960990816,1071.15195233695
"FP016","0045","run3",7547.70635389419,1067.74985571019
"FP016","0046","run3",7538.53661787283,1064.60377915201
"FP016","0047","run3",7541.38305950379,1071.07177385387
"FP016","0048","run3",7545.03731011465,1064.25855871864
"FP016","0049","run3",7556.44380775821,1071.13598023139
"FP016","0050","run3",7544.28004948964,1066.31431395951
"FP016","0051","run3",7553.64666063206,1067.83534933635
"FP016","0052","run3",7549.04698167597,1064.19437047071
"FP016","0053","run3",7553.27179668593,1075.15288182986
"FP016","0054","run3",7543.88394282887,1064.29678180083
"FP016","0055","run3",7542.75107682273,1068.1168957938
"FP016","0056","run3",7550.74336915546,1066.5831013985
"FP016","0057","run3",7559.50404901498,1074.45590569939
"FP016","0058","run3",7560.09976352433,1067.84474942281
"FP016","0059","run3",7553.93819230186,1070.36416951122
"FP016","0060","run3",7550.60609651315,1068.73628542084
"FP016","0061","run3",7541.31324460452,1068.71743552996
"FP016","0062","run3",7537.98575020956,1065.51203534793
"FP016","0063","run3",7545.76162977222,1069.16821463907
"FP016","0064","run3",7559.51063614718,1071.56332623783
"FP016","0065","run3",7553.05842686535,1065.38677165509
"FP016","0066","run3",7552.71809607271,1069.75136661748
"FP016","0067","run3",7547.80265902128,1064.80480445222
"FP016","0068","run3",7553.76662134679,1074.53049512032
"FP016","0069","run3",7547.69288747108,1066.94983565968
"FP016","0070","run3",7545.95766274051,1075.37769086225
"FP016","0071","run3",7543.44924890172,1067.04222614616
"FP016","0072","run3",7548.68602122746,1063.74242175071
"FP016","0073","run3",7552.85738356811,1072.24326009944
